"AS","602548","Scryfall URL","https://scryfall.com/card/one/18/jawbone-duelist"
"AS","602548","Artist","Nino Vecia"
"AS","602548","Type","Creature — Phyrexian Soldier"
"AS","602548","Rarity","U"
"AS","602548","Mana cost","{1}{W}"
"AS","602548","Set number","18"
"AS","602548","Name","Jawbone Duelist"
"AS","602549","Set code","one"
"AS","602549","Image URL","https://cards.scryfall.io/large/front/9/4/945d283d-4592-485f-808a-6e5a721f3cf7.jpg?1675956910"
"AS","602549","Scryfall URL","https://scryfall.com/card/one/19/kemba-kha-enduring"
"AS","602549","Artist","Zoltan Boros"
"AS","602549","Type","Legendary Creature — Cat Cleric"
"AS","602549","Rarity","R"
"AS","602549","Mana cost","{1}{W}"
"AS","602549","Set number","19"
"AS","602549","Name","Kemba, Kha Enduring"
"AS","602550","Set code","one"
"AS","602550","Image URL","https://cards.scryfall.io/large/front/9/6/96ae13df-670e-49a0-99b0-baf908ac9eb4.jpg?1675956915"
"AS","602550","Scryfall URL","https://scryfall.com/card/one/20/leonin-lightbringer"
"AS","602550","Artist","Ernanda Souza"
"AS","602550","Type","Creature — Cat Rebel"
"AS","602550","Rarity","C"
"AS","602550","Mana cost","{2}{W}"
"AS","602550","Set number","20"
"AS","602550","Name","Leonin Lightbringer"
"AS","602551","Set code","one"
"AS","602551","Image URL","https://cards.scryfall.io/large/front/5/4/544a707d-4090-4a74-91aa-60fbd8a4ae96.jpg?1675956918"
"AS","602551","Scryfall URL","https://scryfall.com/card/one/21/mandible-justiciar"
"AS","602551","Artist","Mike Franchina"
"AS","602551","Type","Artifact Creature — Phyrexian Cleric"
"AS","602551","Rarity","C"
"AS","602551","Mana cost","{1}{W}"
"AS","602551","Set number","21"
"AS","602551","Name","Mandible Justiciar"
"AS","602552","Set code","one"
"AS","602552","Image URL","https://cards.scryfall.io/large/front/3/0/3006ea5a-5391-41eb-b0c8-092741dca2eb.jpg?1675956918"
"AS","602552","Scryfall URL","https://scryfall.com/card/one/22/mirran-bardiche"
"AS","602552","Artist","Julian Kok Joon Wen"
"AS","602552","Type","Artifact — Equipment"
"AS","602552","Rarity","C"
"AS","602552","Mana cost","{4}{W}"
"AS","602552","Set number","22"
"AS","602552","Name","Mirran Bardiche"
"AS","602553","Set code","one"
"AS","602553","Image URL","https://cards.scryfall.io/large/front/8/2/8296a455-21d5-498e-9029-2bdf0da855a8.jpg?1675956918"
"AS","602553","Scryfall URL","https://scryfall.com/card/one/23/mondrak-glory-dominus"
"AS","602553","Artist","Jason A. Engle"
"AS","602553","Type","Legendary Creature — Phyrexian Horror"
"AS","602553","Rarity","M"
"AS","602553","Mana cost","{2}{W}{W}"
"AS","602553","Set number","23"
"AS","602553","Name","Mondrak, Glory Dominus"
"AS","602554","Set code","one"
"AS","602554","Image URL","https://cards.scryfall.io/large/front/e/e/eeebc0ab-89fb-47d5-a20f-8f1fe5e3c149.jpg?1675956918"
"AS","602554","Scryfall URL","https://scryfall.com/card/one/24/norns-wellspring"
"AS","602554","Artist","Jonas De Ro"
"AS","602554","Type","Artifact"
"AS","602554","Rarity","R"
"AS","602554","Mana cost","{1}{W}"
"AS","602554","Set number","24"
"AS","602554","Name","Norn's Wellspring"
"AS","602555","Set code","one"
"AS","602555","Image URL","https://cards.scryfall.io/large/front/8/c/8c938a0f-531c-4293-a89c-c7440d5acc5d.jpg?1675956924"
"AS","602555","Scryfall URL","https://scryfall.com/card/one/25/orthodoxy-enforcer"
"AS","602555","Artist","Xavier Ribeiro"
"AS","602555","Type","Creature — Phyrexian Cleric"
"AS","602555","Rarity","C"
"AS","602555","Mana cost","{3}{W}"
"AS","602555","Set number","25"
"AS","602555","Name","Orthodoxy Enforcer"
"AS","602556","Set code","one"
"AS","602556","Image URL","https://cards.scryfall.io/large/front/0/d/0da03224-c1af-438f-96c2-b0e41e1070b7.jpg?1680795456"
"AS","602556","Scryfall URL","https://scryfall.com/card/one/26/ossification"
"AS","602556","Artist","Nino Vecia"
"AS","602556","Type","Enchantment — Aura"
"AS","602556","Rarity","U"
"AS","602556","Mana cost","{1}{W}"
"AS","602556","Set number","26"
"AS","602556","Name","Ossification"
"AS","602557","Set code","one"
"AS","602557","Image URL","https://cards.scryfall.io/large/front/e/1/e18780ce-add4-4346-8028-4bc3b4099d71.jpg?1675956925"
"AS","602557","Scryfall URL","https://scryfall.com/card/one/27/phyrexian-vindicator"
"AS","602557","Artist","Denys Tsiperko"
"AS","602557","Type","Creature — Phyrexian Horror"
"AS","602557","Rarity","M"
"AS","602557","Mana cost","{W}{W}{W}{W}"
"AS","602557","Set number","27"
"AS","602557","Name","Phyrexian Vindicator"
"AS","602558","Set code","one"
"AS","602558","Image URL","https://cards.scryfall.io/large/front/8/e/8ee69a1f-aeed-4eb4-8987-fa720fc99715.jpg?1675956925"
"AS","602558","Scryfall URL","https://scryfall.com/card/one/28/planar-disruption"
"AS","602558","Artist","Campbell White"
"AS","602558","Type","Enchantment — Aura"
"AS","602558","Rarity","C"
"AS","602558","Mana cost","{1}{W}"
"AS","602558","Set number","28"
"AS","602558","Name","Planar Disruption"
"AS","602559","Set code","one"
"AS","602559","Image URL","https://cards.scryfall.io/large/front/4/7/472a635a-a581-4c00-89d6-464f30887944.jpg?1675956926"
"AS","602559","Scryfall URL","https://scryfall.com/card/one/29/plated-onslaught"
"AS","602559","Artist","David Auden Nash"
"AS","602559","Type","Instant"
"AS","602559","Rarity","U"
"AS","602559","Mana cost","{3}{W}{W}"
"AS","602559","Set number","29"
"AS","602559","Name","Plated Onslaught"
"AS","602560","Set code","one"
"AS","602560","Image URL","https://cards.scryfall.io/large/front/0/4/0409bacf-b728-473d-bf9b-41fdf364e783.jpg?1675956932"
"AS","602560","Scryfall URL","https://scryfall.com/card/one/30/porcelain-zealot"
"AS","602560","Artist","Krharts"
"AS","602560","Type","Creature — Phyrexian Soldier"
"AS","602560","Rarity","U"
"AS","602560","Mana cost","{3}{W}"
"AS","602560","Set number","30"
"AS","602560","Name","Porcelain Zealot"
"AS","602561","Set code","one"
"AS","602561","Image URL","https://cards.scryfall.io/large/front/b/b/bbc4b5ca-557e-4465-9725-9e7a15590258.jpg?1675956932"
"AS","602561","Scryfall URL","https://scryfall.com/card/one/31/resistance-reunited"
"AS","602561","Artist","Aurore Folny"
"AS","602561","Type","Instant"
"AS","602561","Rarity","U"
"AS","602561","Mana cost","{1}{W}"
"AS","602561","Set number","31"
"AS","602561","Name","Resistance Reunited"
"AS","602562","Set code","one"
"AS","602562","Image URL","https://cards.scryfall.io/large/front/e/b/ebad4fcc-4f78-48dc-b236-c78c22edc1e9.jpg?1675956933"
"AS","602562","Scryfall URL","https://scryfall.com/card/one/32/sinew-dancer"
"AS","602562","Artist","Campbell White"
"AS","602562","Type","Creature — Phyrexian Soldier"
"AS","602562","Rarity","C"
"AS","602562","Mana cost","{W}"
"AS","602562","Set number","32"
"AS","602562","Name","Sinew Dancer"
"AS","602563","Set code","one"
"AS","602563","Image URL","https://cards.scryfall.io/large/front/6/0/60b565da-a49b-479c-b0c4-8ff3dd20cc0b.jpg?1675956933"
"AS","602563","Scryfall URL","https://scryfall.com/card/one/33/skrelv-defector-mite"
"AS","602563","Artist","Brian Valeza"
"AS","602563","Type","Legendary Artifact Creature — Phyrexian Mite"
"AS","602563","Rarity","R"
"AS","602563","Mana cost","{W}"
"AS","602563","Set number","33"
"AS","602563","Name","Skrelv, Defector Mite"
"AS","602564","Set code","one"
"AS","602564","Image URL","https://cards.scryfall.io/large/front/f/f/ffbd77ec-fc81-41d5-934f-c3dd844cb053.jpg?1675956934"
"AS","602564","Scryfall URL","https://scryfall.com/card/one/34/skrelvs-hive"
"AS","602564","Artist","Heonhwa Choe"
"AS","602564","Type","Enchantment"
"AS","602564","Rarity","R"
"AS","602564","Mana cost","{1}{W}"
"AS","602564","Set number","34"
"AS","602564","Name","Skrelv's Hive"
"AS","602565","Set code","one"
"AS","602565","Image URL","https://cards.scryfall.io/large/front/b/6/b62c740d-260d-4dfa-b6b3-9a1527538f89.jpg?1675956940"
"AS","602565","Scryfall URL","https://scryfall.com/card/one/35/swooping-lookout"
"AS","602565","Artist","Mike Franchina"
"AS","602565","Type","Artifact Creature — Phyrexian Construct"
"AS","602565","Rarity","U"
"AS","602565","Mana cost","{W}"
"AS","602565","Set number","35"
"AS","602565","Name","Swooping Lookout"
"AS","602566","Set code","one"
"AS","602566","Image URL","https://cards.scryfall.io/large/front/8/f/8f0b3308-9c0b-4461-9094-38deec20e1bc.jpg?1675956940"
"AS","602566","Scryfall URL","https://scryfall.com/card/one/36/vanish-into-eternity"
"AS","602566","Artist","Magali Villeneuve"
"AS","602566","Type","Instant"
"AS","602566","Rarity","C"
"AS","602566","Mana cost","{2}{W}"
"AS","602566","Set number","36"
"AS","602566","Name","Vanish into Eternity"
"AS","602567","Set code","one"
"AS","602567","Image URL","https://cards.scryfall.io/large/front/1/f/1f9d8d87-e32f-4ad9-8d72-d1b88cd14510.jpg?1675956941"
"AS","602567","Scryfall URL","https://scryfall.com/card/one/37/veil-of-assimilation"
"AS","602567","Artist","Wayne Wu"
"AS","602567","Type","Artifact"
"AS","602567","Rarity","U"
"AS","602567","Mana cost","{1}{W}"
"AS","602567","Set number","37"
"AS","602567","Name","Veil of Assimilation"
"AS","602568","Set code","one"
"AS","602568","Image URL","https://cards.scryfall.io/large/front/f/f/fff13d77-8133-4328-b91e-efce229bc331.jpg?1675956941"
"AS","602568","Scryfall URL","https://scryfall.com/card/one/38/white-suns-twilight"
"AS","602568","Artist","Julian Kok Joon Wen"
"AS","602568","Type","Sorcery"
"AS","602568","Rarity","R"
"AS","602568","Mana cost","{X}{W}{W}"
"AS","602568","Set number","38"
"AS","602568","Name","White Sun's Twilight"
"AS","602569","Set code","one"
"AS","602569","Image URL","https://cards.scryfall.io/large/front/3/a/3a419ba1-7bd3-48e3-8f88-d9f833b25d6d.jpg?1675956941"
"AS","602569","Scryfall URL","https://scryfall.com/card/one/39/zealots-conviction"
"AS","602569","Artist","Filip Burburan"
"AS","602569","Type","Enchantment — Aura"
"AS","602569","Rarity","C"
"AS","602569","Mana cost","{W}"
"AS","602569","Set number","39"
"AS","602569","Name","Zealot's Conviction"
"AS","602570","Set code","one"
"AS","602570","Image URL","https://cards.scryfall.io/large/front/5/7/57551332-e2a4-4e6a-9bd8-e3a9baafcd17.jpg?1675956948"
"AS","602570","Scryfall URL","https://scryfall.com/card/one/40/aspirants-ascent"
"AS","602570","Artist","Eli Minaya"
"AS","602570","Type","Instant"
"AS","602570","Rarity","C"
"AS","602570","Mana cost","{U}"
"AS","602570","Set number","40"
"AS","602570","Name","Aspirant's Ascent"
"AS","602571","Set code","one"
"AS","602571","Image URL","https://cards.scryfall.io/large/front/c/6/c66988ca-29d5-45ea-8d68-c8e0e4c3ffb1.jpg?1675956948"
"AS","602571","Scryfall URL","https://scryfall.com/card/one/41/atmosphere-surgeon"
"AS","602571","Artist","Campbell White"
"AS","602571","Type","Creature — Phyrexian Wizard"
"AS","602571","Rarity","U"
"AS","602571","Mana cost","{1}{U}"
"AS","602571","Set number","41"
"AS","602571","Name","Atmosphere Surgeon"
"AS","602572","Set code","one"
"AS","602572","Image URL","https://cards.scryfall.io/large/front/2/7/277aeb73-4c7c-4132-b9f9-55181d57e75d.jpg?1675956948"
"AS","602572","Scryfall URL","https://scryfall.com/card/one/42/blade-of-shared-souls"
"AS","602572","Artist","Volkan Baǵa"
"AS","602572","Type","Artifact — Equipment"
"AS","602572","Rarity","R"
"AS","602572","Mana cost","{2}{U}"
"AS","602572","Set number","42"
"AS","602572","Name","Blade of Shared Souls"
"AS","602573","Set code","one"
"AS","602573","Image URL","https://cards.scryfall.io/large/front/3/a/3a836e6b-6854-4f6f-bc78-2da1fd4dd224.jpg?1675956948"
"AS","602573","Scryfall URL","https://scryfall.com/card/one/43/blue-suns-twilight"
"AS","602573","Artist","Piotr Dura"
"AS","602573","Type","Sorcery"
"AS","602573","Rarity","R"
"AS","602573","Mana cost","{X}{U}{U}"
"AS","602573","Set number","43"
"AS","602573","Name","Blue Sun's Twilight"
"AS","602574","Set code","one"
"AS","602574","Image URL","https://cards.scryfall.io/large/front/b/a/ba9d9d26-0c76-4a09-aa25-b32854e70c0b.jpg?1681468862"
"AS","602574","Scryfall URL","https://scryfall.com/card/one/44/bring-the-ending"
"AS","602574","Artist","LA Draws"
"AS","602574","Type","Instant"
"AS","602574","Rarity","C"
"AS","602574","Mana cost","{1}{U}"
"AS","602574","Set number","44"
"AS","602574","Name","Bring the Ending"
"AS","602575","Set code","one"
"AS","602575","Image URL","https://cards.scryfall.io/large/front/a/9/a94378a2-cbde-4adf-b889-43e90fc6ba28.jpg?1675956955"
"AS","602575","Scryfall URL","https://scryfall.com/card/one/45/chrome-prowler"
"AS","602575","Artist","Maxime Minard"
"AS","602575","Type","Artifact Creature — Phyrexian Cat"
"AS","602575","Rarity","C"
"AS","602575","Mana cost","{2}{U}"
"AS","602575","Set number","45"
"AS","602575","Name","Chrome Prowler"
"AS","602576","Set code","one"
"AS","602576","Image URL","https://cards.scryfall.io/large/front/f/9/f932ddd3-beb4-4dc8-8c15-e1c9c2276986.jpg?1675956955"
"AS","602576","Scryfall URL","https://scryfall.com/card/one/46/distorted-curiosity"
"AS","602576","Artist","Svetlin Velinov"
"AS","602576","Type","Sorcery"
"AS","602576","Rarity","U"
"AS","602576","Mana cost","{2}{U}"
"AS","602576","Set number","46"
"AS","602576","Name","Distorted Curiosity"
"AS","602577","Set code","one"
"AS","602577","Image URL","https://cards.scryfall.io/large/front/6/5/65a2fcc9-2317-48a1-a5eb-234fb3300364.jpg?1675956955"
"AS","602577","Scryfall URL","https://scryfall.com/card/one/47/encroaching-mycosynth"
"AS","602577","Artist","Martin de Diego Sádaba"
"AS","602577","Type","Artifact"
"AS","602577","Rarity","R"
"AS","602577","Mana cost","{3}{U}"
"AS","602577","Set number","47"
"AS","602577","Name","Encroaching Mycosynth"
"AS","602578","Set code","one"
"AS","602578","Image URL","https://cards.scryfall.io/large/front/6/1/611497d2-83df-4c69-bbeb-6a807c686bc4.jpg?1675956956"
"AS","602578","Scryfall URL","https://scryfall.com/card/one/48/escaped-experiment"
"AS","602578","Artist","Billy Christian"
"AS","602578","Type","Artifact Creature — Phyrexian Beast"
"AS","602578","Rarity","C"
"AS","602578","Mana cost","{1}{U}"
"AS","602578","Set number","48"
"AS","602578","Name","Escaped Experiment"
"AS","602579","Set code","one"
"AS","602579","Image URL","https://cards.scryfall.io/large/front/e/5/e508ae5d-ffb5-4480-be90-a4394954b559.jpg?1675956959"
"AS","602579","Scryfall URL","https://scryfall.com/card/one/49/experimental-augury"
"AS","602579","Artist","Donato Giancola"
"AS","602579","Type","Instant"
"AS","602579","Rarity","C"
"AS","602579","Mana cost","{1}{U}"
"AS","602579","Set number","49"
"AS","602579","Name","Experimental Augury"
"AS","602580","Set code","one"
"AS","602580","Image URL","https://cards.scryfall.io/large/front/7/c/7cc4246b-ff59-44b2-acff-c0bb6e4cd6ac.jpg?1675956962"
"AS","602580","Scryfall URL","https://scryfall.com/card/one/50/eye-of-malcator"
"AS","602580","Artist","Jonas De Ro"
"AS","602580","Type","Artifact"
"AS","602580","Rarity","C"
"AS","602580","Mana cost","{2}{U}"
"AS","602580","Set number","50"
"AS","602580","Name","Eye of Malcator"
"AS","602581","Set code","one"
"AS","602581","Image URL","https://cards.scryfall.io/large/front/2/7/272c9888-ef13-4d47-a4bc-f5239b357a1b.jpg?1675956963"
"AS","602581","Scryfall URL","https://scryfall.com/card/one/51/font-of-progress"
"AS","602581","Artist","Aaron J. Riley"
"AS","602581","Type","Artifact"
"AS","602581","Rarity","U"
"AS","602581","Mana cost","{U}"
"AS","602581","Set number","51"
"AS","602581","Name","Font of Progress"
"AS","602582","Set code","one"
"AS","602582","Image URL","https://cards.scryfall.io/large/front/6/3/63517062-77da-4b60-aa24-f91553a81bed.jpg?1675956963"
"AS","602582","Scryfall URL","https://scryfall.com/card/one/52/gitaxian-anatomist"
"AS","602582","Artist","Sam Wolfe Connelly"
"AS","602582","Type","Creature — Phyrexian Wizard"
"AS","602582","Rarity","C"
"AS","602582","Mana cost","{3}{U}"
"AS","602582","Set number","52"
"AS","602582","Name","Gitaxian Anatomist"
"AS","602583","Set code","one"
"AS","602583","Image URL","https://cards.scryfall.io/large/front/4/f/4f5e95f8-c04d-405f-bba4-e83a8f6bf463.jpg?1675956964"
"AS","602583","Scryfall URL","https://scryfall.com/card/one/53/gitaxian-raptor"
"AS","602583","Artist","Maxime Minard"
"AS","602583","Type","Creature — Phyrexian Bird"
"AS","602583","Rarity","C"
"AS","602583","Mana cost","{2}{U}"
"AS","602583","Set number","53"
"AS","602583","Name","Gitaxian Raptor"
"AS","602584","Set code","one"
"AS","602584","Image URL","https://cards.scryfall.io/large/front/c/2/c22aaaec-bad5-43e9-8e92-9c4bde95fcfd.jpg?1675956967"
"AS","602584","Scryfall URL","https://scryfall.com/card/one/54/glistener-seer"
"AS","602584","Artist","Alix Branwyn"
"AS","602584","Type","Creature — Phyrexian Advisor"
"AS","602584","Rarity","C"
"AS","602584","Mana cost","{U}"
"AS","602584","Set number","54"
"AS","602584","Name","Glistener Seer"
"AS","602585","Set code","one"
"AS","602585","Image URL","https://cards.scryfall.io/large/front/7/f/7f516ee6-8f7b-40b2-82e5-9c4ea3e0a355.jpg?1675956969"
"AS","602585","Scryfall URL","https://scryfall.com/card/one/55/ichor-synthesizer"
"AS","602585","Artist","Sam Wolfe Connelly"
"AS","602585","Type","Creature — Phyrexian Wizard"
"AS","602585","Rarity","C"
"AS","602585","Mana cost","{1}{U}"
"AS","602585","Set number","55"
"AS","602585","Name","Ichor Synthesizer"
"AS","602586","Set code","one"
"AS","602586","Image URL","https://cards.scryfall.io/large/front/2/c/2c093ce0-2561-4847-ab58-f6f1650d743e.jpg?1684523650"
"AS","602586","Scryfall URL","https://scryfall.com/card/one/56/ichormoon-gauntlet"
"AS","602586","Artist","Tiffany Turrill"
"AS","602586","Type","Artifact"
"AS","602586","Rarity","M"
"AS","602586","Mana cost","{2}{U}"
"AS","602586","Set number","56"
"AS","602586","Name","Ichormoon Gauntlet"
"AS","602587","Set code","one"
"AS","602587","Image URL","https://cards.scryfall.io/large/front/6/4/64e6a8d1-ae75-45bd-af62-9a622620cb5c.jpg?1675956971"
"AS","602587","Scryfall URL","https://scryfall.com/card/one/57/jace-the-perfected-mind"
"AS","602587","Artist","Chase Stone"
"AS","602587","Type","Legendary Planeswalker — Jace"
"AS","602587","Rarity","M"
"AS","602587","Mana cost","{2}{U}{U/P}"
"AS","602587","Set number","57"
"AS","602587","Name","Jace, the Perfected Mind"
"AS","602588","Set code","one"
"AS","602588","Image URL","https://cards.scryfall.io/large/front/9/5/95a7e5ff-ba81-4b45-933e-0ac747525ab8.jpg?1675956972"
"AS","602588","Scryfall URL","https://scryfall.com/card/one/58/malcators-watcher"
"AS","602588","Artist","Jason A. Engle"
"AS","602588","Type","Artifact Creature — Phyrexian Drone"
"AS","602588","Rarity","C"
"AS","602588","Mana cost","{1}{U}"
"AS","602588","Set number","58"
"AS","602588","Name","Malcator's Watcher"
"AS","602589","Set code","one"
"AS","602589","Image URL","https://cards.scryfall.io/large/front/f/0/f0d392b2-1dac-432d-930c-66b238f7512b.jpg?1675956975"
"AS","602589","Scryfall URL","https://scryfall.com/card/one/59/meldweb-curator"
"AS","602589","Artist","Pavel Kolomeyets"
"AS","602589","Type","Creature — Phyrexian Wizard"
