"AA","110","Department_Polish","Pośrednio"
"AA","110","Department_Romanian","Indirecte"
"AA","110","Department_Russian","Косвенный"
"AA","110","Department_Swedish","Indirekt"
"AA","110","Department_Turkish","Dolaylı"
"AA","115","Department","PSO"
"AA","115","Department_English","PSO"
"AA","115","Department_German","PSO"
"AA","115","Department_French","Services"
"AA","115","Department_Japanese","PSO"
"AA","115","Department_Italian","Organizzazione servizi professionali"
"AA","115","Department_Spanish","Organización de servicios profesionales"
"AA","115","Department_ChineseSimplified","PSO（给养供应）"
"AA","115","Department_Brasilian","PSO"
"AA","115","Department_ChineseTraditional","PSO"
"AA","115","Department_Croatian","PSO"
"AA","115","Department_Czech","PSO"
"AA","115","Department_Danish","PSO"
"AA","115","Department_Finnish","PSO"
"AA","115","Department_Hungarian","PSO"
"AA","115","Department_Korean","PSO"
"AA","115","Department_Norwegian","PSO"
"AA","115","Department_Polish","PSO"
"AA","115","Department_Romanian","PSO"
"AA","115","Department_Russian","PSO"
"AA","115","Department_Swedish","Försäljningsställen"
"AA","115","Department_Turkish","PSO"
"AA","200","Department","Marketing"
"AA","200","Department_English","Marketing"
"AA","200","Department_German","Marketing"
"AA","200","Department_French","Marketing"
"AA","200","Department_Japanese","企画"
"AA","200","Department_Italian","Marketing"
"AA","200","Department_Spanish","Márketing"
"AA","200","Department_ChineseSimplified","营销"
"AA","200","Department_Brasilian","Marketing"
"AA","200","Department_ChineseTraditional","行銷"
"AA","200","Department_Croatian","Marketing"
"AA","200","Department_Czech","Marketing"
"AA","200","Department_Danish","Markedsføring"
"AA","200","Department_Finnish","Markkinointi"
"AA","200","Department_Hungarian","Marketing"
"AA","200","Department_Korean","마케팅"
"AA","200","Department_Norwegian","Markedsføring"
"AA","200","Department_Polish","Marketing"
"AA","200","Department_Romanian","Marketing"
"AA","200","Department_Russian","Маркетинг"
"AA","200","Department_Swedish","Marknadsföring"
"AA","200","Department_Turkish","Pazarlama"
"AA","300","Department","Engineering"
"AA","300","Department_English","Engineering"
"AA","300","Department_German","Entwicklung"
"AA","300","Department_French","Ingénierie"
"AA","300","Department_Japanese","エンジニア"
"AA","300","Department_Italian","Ingegneria"
"AA","300","Department_Spanish","Ingeniería"
"AA","300","Department_ChineseSimplified","工程"
"AA","300","Department_Brasilian","Engenharia"
"AA","300","Department_ChineseTraditional","工程"
"AA","300","Department_Croatian","Inženjerstvo"
"AA","300","Department_Czech","Výroba"
"AA","300","Department_Danish","Udvikling"
"AA","300","Department_Finnish","Tekniikka"
"AA","300","Department_Hungarian","Tervezés"
"AA","300","Department_Korean","엔지니어링"
"AA","300","Department_Norwegian","Teknikk"
"AA","300","Department_Polish","Inżynieria"
"AA","300","Department_Romanian","Inginerie"
"AA","300","Department_Russian","Техотдел"
"AA","300","Department_Swedish","Konstruktion och inspektioner"
"AA","300","Department_Turkish","Mühendislik"
"AA","400","Department","GA"
"AA","400","Department_English","GA"
"AA","400","Department_German","Allgemeine Verwaltung"
"AA","400","Department_French","Administration générale"
"AA","400","Department_Japanese","GA"
"AA","400","Department_Italian","Contabilità generale"
"AA","400","Department_Spanish","Administración general"
"AA","400","Department_ChineseSimplified","总管理费用"
"AA","400","Department_Brasilian","GA"
"AA","400","Department_ChineseTraditional","GA"
"AA","400","Department_Croatian","GA"
"AA","400","Department_Czech","GA"
"AA","400","Department_Danish","GA"
"AA","400","Department_Finnish","Yleinen hallinto"
"AA","400","Department_Hungarian","GA"
"AA","400","Department_Korean","GA"
"AA","400","Department_Norwegian","GA"
"AA","400","Department_Polish","GA"
"AA","400","Department_Romanian","GA"
"AA","400","Department_Russian","GA"
"AA","400","Department_Swedish","Brutto"
"AA","400","Department_Turkish","GA"
"AA","405","Department","Finance"
"AA","405","Department_English","Finance"
"AA","405","Department_German","Finanzen"
"AA","405","Department_French","Finance"
"AA","405","Department_Japanese","経理"
"AA","405","Department_Italian","Finanza"
"AA","405","Department_Spanish","Finanzas"
"AA","405","Department_ChineseSimplified","财务费用"
"AA","405","Department_Brasilian","Finanças"
"AA","405","Department_ChineseTraditional","財務"
"AA","405","Department_Croatian","Financije"
"AA","405","Department_Czech","Finance"
"AA","405","Department_Danish","Finans"
"AA","405","Department_Finnish","Talous"
"AA","405","Department_Hungarian","Pénzügy"
"AA","405","Department_Korean","재무"
"AA","405","Department_Norwegian","Økonomi"
"AA","405","Department_Polish","Finanse"
"AA","405","Department_Romanian","Finanţe"
"AA","405","Department_Russian","Финансы"
"AA","405","Department_Swedish","Ekonomi"
"AA","405","Department_Turkish","Finans"
"AA","410","Department","IT"
"AA","410","Department_English","IT"
"AA","410","Department_German","IT"
"AA","410","Department_French","Informatique"
"AA","410","Department_Japanese","IT"
"AA","410","Department_Italian","Tecnologie informatiche"
"AA","410","Department_Spanish","TI"
"AA","410","Department_ChineseSimplified","IT 费用"
"AA","410","Department_Brasilian","TI"
"AA","410","Department_ChineseTraditional","IT"
"AA","410","Department_Croatian","IT"
"AA","410","Department_Czech","IT"
"AA","410","Department_Danish","IT"
"AA","410","Department_Finnish","IT"
"AA","410","Department_Hungarian","IT"
"AA","410","Department_Korean","IT"
"AA","410","Department_Norwegian","IT"
"AA","410","Department_Polish","IT"
"AA","410","Department_Romanian","IT"
"AA","410","Department_Russian","ИТ"
"AA","410","Department_Swedish","IT"
"AA","410","Department_Turkish","BT"
"AA","415","Department","Administration"
"AA","415","Department_English","Administration"
"AA","415","Department_German","Administration"
"AA","415","Department_French","Administration"
"AA","415","Department_Japanese","管理"
"AA","415","Department_Italian","Amministrazione"
"AA","415","Department_Spanish","Administración"
"AA","415","Department_ChineseSimplified","管理"
"AA","415","Department_Brasilian","Administração"
"AA","415","Department_ChineseTraditional","管理"
"AA","415","Department_Croatian","Administracija"
"AA","415","Department_Czech","Administrativa"
"AA","415","Department_Danish","Administration"
"AA","415","Department_Finnish","Hallinto"
"AA","415","Department_Hungarian","Felügyelet"
"AA","415","Department_Korean","관리"
"AA","415","Department_Norwegian","Administrasjon"
"AA","415","Department_Polish","Administracja"
"AA","415","Department_Romanian","Administrare"
"AA","415","Department_Russian","Управление"
"AA","415","Department_Swedish","Administration"
"AA","415","Department_Turkish","Yönetim"
